#1												
double data(17520, 13)												
270000	0	0	0	0	1263.03	284.63	967.03	55.62	0	120.46	872.73	3563.5
271800	0	0	0	0	1377.83	277.92	966.64	55.74	0	108.46	872.73	3659.32
273600	0	0	0	0	1213.95	473.83	966.5	54.18	0	124.02	872.73	3705.21
275400	215.89	0	0	0	1214.89	674.07	967.84	121.52	324.95	575.23	0	4094.39
277200	431.78	419.39	365.96	0	2083.51	606.97	1004.11	189.36	649.9	982.41	0	6733.37
279000	647.67	512.58	731.92	48.84	2439.12	809.29	1006.45	196.84	974.84	1292.03	0	8659.58
280800	863.56	621.31	1097.88	97.67	2114.94	770.65	1015.29	262.45	1299.79	1722.71	0	9866.25
282600	389.82	1046.09	1463.84	146.51	4973.45	777.58	1020.46	142.89	671.91	832.89	0	11465.44
284400	627.81	761.77	1315.5	195.34	3298.5	796.59	1126.37	178.17	971.4	1475.23	0	10746.69
286200	667.96	789.58	1377.3	171.33	2937.75	817.67	1147.34	193.18	1015.53	1660.74	0	10778.37
288000	1113.55	1162.22	2302.19	302.15	6327.91	3053.5	1196.64	271.8	1454.64	2688.82	0	19873.42
289800	1195.28	1283.47	2451.64	317.59	6646.16	3262.51	1257.2	298.51	1593.23	2709.07	0	21014.65
291600	1201.31	1308.91	2462.57	357.76	7575.01	3537.43	1312.51	315.29	1619.4	2684.12	0	22374.31
293400	1231.58	1354.65	2524.58	395.87	8062.54	3731.62	1353.93	334.82	1649.61	2834.24	0	23473.44
295200	1265.67	1412	2594.3	415.75	8407.65	3856.23	1383.73	361.56	1682.28	2878.89	4000	28258.06
297000	1293.2	1459.45	2649.64	430.42	8409.77	3963.69	1407.37	378.21	1707.4	2998.66	1672.73	26370.53
298800	1317.95	1497.34	2686.83	472.68	8736.67	4671.74	1412.65	391.09	1725.3	3036.51	1454.55	27403.31
300600	1333.89	1517.46	2713	499.27	8879.51	4744.04	1421.74	402.56	1737	3077.16	1309.09	27634.71
302400	1215.13	1418.62	2471.42	504.71	8796.13	4929.91	1373.64	394.33	1609.25	2824.82	1309.09	26847.04
304200	1196.8	1384.48	2438.81	504.63	8781.55	4943.66	1333.53	389.53	1573.18	2791	1236.36	26573.54
306000	1321.75	1494.09	2694.59	507.06	8702	4922.35	1392.72	408.36	1702.11	3095.75	1163.64	27404.42
307800	1341.58	1526.67	2732.48	512.89	9042.34	4946.6	1440.07	412.14	1738.83	3064.78	1090.91	27849.29
309600	1333.23	1515.81	2714.55	513.71	9008.68	4844.44	1447.55	410.11	1738.04	3102.25	1018.18	27646.55
311400	1323.8	1502.89	2693.41	508.78	8786.64	4752.69	1442.81	407.82	1729.24	3098.79	945.45	27192.32
313200	1313.28	1487.57	2671.09	503.76	9038.01	4696.2	1437.4	404.66	1719.36	3045.38	872.73	27189.44
315000	1294.2	1460.31	2636.55	497.64	8830.18	4651.2	1431.23	393.99	1705.7	2985.83	872.73	26759.56
316800	1270.23	1425.52	2591.68	489.2	8770.11	4594.66	1421.88	381.01	1688.47	2942.77	872.73	26448.25
318600	1245.12	1390.57	2541.14	479.86	8643.03	4544.9	1409.36	367.4	1669.33	2909.46	0	25200.18
320400	920.15	1103.35	1851.08	472.04	8059.43	4510.86	1365.19	321.29	1345	2182.16	0	22130.55
